SEASON_YEAR,TEAM_ID,GAME_DATE,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,TEAM1,TEAM2
2023,1610612745,2024-02-06,0,48.0,50,97,0.515,12,25,0.48,17,23,0.739,20,28,48,26,15.0,5,3,7,16,20,129,-3.0,1,1231,1231,1231,119,159,265,577,1249,2323,223,1073,909,1674,30,1988,531,1241,1500,1865,1752,1772,547,790,284,1340,HOU,IND
2023,1610612752,2024-02-06,1,48.0,48,86,0.558,11,27,0.407,16,20,0.8,8,29,37,28,10.0,12,5,5,12,15,123,10.0,1,1,1,1,119,315,1552,163,1521,2190,722,1267,1353,1096,1669,1817,2035,852,343,109,1003,1096,78,1915,583,598,NYK,MEM
2023,1610612762,2024-02-06,1,48.0,46,89,0.517,14,35,0.4,18,20,0.9,15,33,48,29,17.0,9,8,9,17,16,124,7.0,1,1,1,1,119,520,1116,548,762,1116,777,926,1353,283,257,1093,531,678,1920,553,267,2195,737,1725,524,792,UTA,OKC
2023,1610612756,2024-02-06,1,48.0,44,87,0.506,8,28,0.286,18,27,0.667,8,41,49,17,14.0,8,5,4,19,21,114,8.0,1,1,1,1,119,791,1401,705,2148,2097,2036,926,497,2121,1669,151,436,2398,1228,839,1003,710,1208,596,1172,721,PHX,MIL
2023,1610612760,2024-02-06,0,48.0,43,90,0.478,19,37,0.514,12,18,0.667,9,23,32,26,11.0,9,9,8,16,17,117,-7.0,1,1231,1231,1231,119,961,977,1170,128,851,94,1896,1623,2121,1420,2379,2349,1241,530,553,150,2012,547,1494,975,1592,OKC,UTA
2023,1610612741,2024-02-06,1,53.0,45,93,0.484,12,30,0.4,27,32,0.844,13,35,48,24,14.0,9,16,5,22,25,129,6.0,1,1,1,1,17,652,599,1048,1249,1840,777,115,171,689,507,753,531,1586,1228,553,3,1096,1866,125,284,870,CHI,MIN
2023,1610612763,2024-02-06,0,48.0,41,80,0.513,21,37,0.568,10,16,0.625,8,27,35,33,18.0,4,5,5,15,12,113,-10.0,1,1231,1231,1231,119,1333,2205,593,55,851,27,2134,1867,2294,1669,2089,2219,247,2077,2100,1003,1096,381,2319,1243,1812,MEM,NYK
2023,1610612742,2024-02-06,1,48.0,46,91,0.505,19,43,0.442,8,13,0.615,6,39,45,25,11.0,7,3,5,12,13,119,12.0,1,1,1,1,119,520,840,722,128,264,416,2318,2179,2312,2117,302,909,1416,530,1161,1752,1096,78,2212,837,485,DAL,BKN
2023,1610612754,2024-02-06,1,48.0,54,86,0.628,15,32,0.469,9,14,0.643,5,20,25,35,12.0,7,7,3,20,16,132,3.0,1,1,1,1,119,34,1552,9,574,1560,274,2243,2093,2243,2271,2439,2458,121,760,1161,450,382,1442,1725,186,1060,IND,HOU
2023,1610612750,2024-02-06,0,53.0,42,92,0.457,20,45,0.444,19,26,0.731,10,32,42,28,14.0,6,5,16,25,22,123,-6.0,1,1231,1231,1231,17,1142,710,1554,78,151,397,784,580,1760,1170,1277,1348,852,1228,1516,1003,2458,2267,432,583,1518,MIN,CHI
2023,1610612748,2024-02-06,1,48.0,47,87,0.54,13,36,0.361,14,18,0.778,11,34,45,31,13.0,10,3,3,19,17,121,26.0,1,1,1,1,119,399,1401,289,1015,987,1268,1603,1623,1318,931,909,909,423,991,351,1752,382,1208,1494,699,114,MIA,ORL
2023,1610612766,2024-02-07,0,48.0,44,90,0.489,16,39,0.41,13,20,0.65,9,29,38,27,10.0,6,2,3,20,17,117,-6.0,1,1231,1231,1231,119,791,977,960,405,599,691,1740,1353,2217,1420,1817,1916,1031,343,1516,2080,382,1442,1494,975,1518,CHA,TOR
2023,1610612737,2024-02-07,0,48.0,43,102,0.422,13,41,0.317,18,20,0.9,13,36,49,24,9.0,8,2,9,13,16,117,-8.0,1,1231,1231,1231,119,961,76,2058,1015,404,1762,926,1353,283,507,612,436,1586,199,839,2080,2195,143,1725,975,1670,ATL,BOS
2023,1610612759,2024-02-07,0,48.0,41,90,0.456,12,37,0.324,10,17,0.588,6,40,46,30,15.0,6,2,2,21,20,104,-12.0,1,1231,1231,1231,119,1333,977,1573,1249,851,1660,2134,1759,2369,2117,228,777,535,1500,1516,2080,140,1672,790,1906,1915,SAS,MIA
2023,1610612739,2024-02-07,1,48.0,43,88,0.489,12,35,0.343,16,22,0.727,7,39,46,25,14.0,4,5,5,11,23,114,8.0,1,1,1,1,119,961,1262,971,1249,1116,1476,1267,1054,1781,1904,302,777,1416,1228,2100,1003,1096,39,304,1172,721,CLE,WAS
2023,1610612748,2024-02-07,1,48.0,43,87,0.494,12,38,0.316,18,23,0.783,5,40,45,29,11.0,8,2,2,20,21,116,12.0,1,1,1,1,119,961,1401,876,1249,721,1774,926,909,1291,2271,228,909,678,530,839,2080,140,1442,596,1044,485,MIA,SAS
2023,1610612764,2024-02-07,0,48.0,42,94,0.447,16,40,0.4,6,9,0.667,12,35,47,27,15.0,10,5,5,23,11,106,-8.0,1,1231,1231,1231,119,1142,480,1712,405,495,777,2412,2404,2121,703,753,645,1031,1500,351,1003,1096,2030,2384,1773,1670,WAS,CLE
2023,1610612765,2024-02-07,1,48.0,47,84,0.56,17,31,0.548,22,22,1.0,6,42,48,32,13.0,2,2,6,21,20,133,13.0,1,1,1,1,119,399,1797,153,283,1700,42,417,1054,1,2117,108,531,328,991,2402,2080,1459,1672,790,160,445,DET,SAC
2023,1610612755,2024-02-07,0,48.0,41,98,0.418,8,32,0.25,14,14,1.0,11,29,40,21,15.0,7,8,8,16,21,104,-23.0,1,1231,1231,1231,119,1333,207,2089,2148,1560,2242,1603,2093,1,931,1817,1645,2065,1500,1161,267,2012,547,596,1906,2288,PHI,GSW
2023,1610612740,2024-02-07,1,48.0,47,88,0.534,12,32,0.375,11,16,0.688,8,30,38,30,15.0,13,5,2,17,17,117,11.0,1,1,1,1,119,399,1262,349,1249,1560,1089,2024,1867,2038,1669,1646,1916,535,1500,59,1003,140,737,1494,975,547,NOP,LAC
2023,1610612761,2024-02-07,1,48.0,43,81,0.531,17,33,0.515,20,24,0.833,7,34,41,30,11.0,5,3,2,17,20,123,6.0,1,1,1,1,119,961,2119,384,283,1419,89,640,791,759,1904,909,1503,535,530,1865,1752,140,737,790,583,870,TOR,CHA
2023,1610612746,2024-02-07,0,48.0,36,78,0.462,12,32,0.375,22,26,0.846,8,29,37,23,19.0,7,2,5,17,17,106,-11.0,1,1231,1231,1231,119,2105,2320,1460,1249,1560,1089,417,580,656,1669,1817,2035,1776,2204,1161,2080,1096,737,1494,1773,1864,LAC,NOP
2023,1610612758,2024-02-07,0,48.0,45,95,0.474,15,44,0.341,15,22,0.682,5,28,33,31,4.0,7,6,2,20,21,120,-13.0,1,1231,1231,1231,119,652,383,1247,574,202,1525,1440,1054,2078,2271,1988,2316,423,3,1161,690,140,1442,596,763,1977,SAC,DET
2023,1610612744,2024-02-07,1,48.0,47,94,0.5,16,38,0.421,17,22,0.773,12,40,52,30,13.0,7,8,8,21,16,127,23.0,1,1,1,1,119,399,480,757,405,721,589,1073,1054,1364,703,228,221,535,991,1161,267,2012,1672,1725,372,154,GSW,PHI
2023,1610612738,2024-02-07,1,48.0,49,93,0.527,17,49,0.347,10,11,0.909,6,39,45,33,14.0,6,9,2,16,13,125,8.0,1,1,1,1,119,227,599,429,283,45,1429,2134,2320,235,2117,302,909,247,1228,1516,150,140,547,2212,475,721,BOS,ATL
2023,1610612763,2024-02-08,0,48.0,42,91,0.462,18,46,0.391,8,13,0.615,9,25,34,26,10.0,8,4,4,24,16,110,-8.0,1,1231,1231,1231,119,1142,840,1460,194,115,904,2318,2179,2312,1420,2264,2268,1241,343,839,1367,710,2158,1725,1485,1670,MEM,CHI
2023,1610612765,2024-02-08,1,53.0,45,93,0.484,16,27,0.593,22,31,0.71,16,29,45,26,17.0,3,7,7,23,27,128,6.0,1,1,1,1,17,652,599,1048,405,2190,15,417,232,1907,159,1817,909,1241,1920,2282,450,1772,2030,60,331,870,DET,POR
2023,1610612747,2024-02-08,0,48.0,41,89,0.461,8,25,0.32,16,22,0.727,10,29,39,27,7.0,12,10,6,10,17,106,-8.0,1,1231,1231,1231,119,1333,1116,1477,2148,2323,1740,1267,1054,1781,1170,1817,1785,1031,51,109,75,1459,23,1494,1773,1670,LAL,DEN
2023,1610612750,2024-02-08,1,48.0,48,87,0.552,21,41,0.512,12,16,0.75,12,31,43,34,8.0,8,3,3,17,10,129,24.0,1,1,1,1,119,315,1401,207,55,404,100,1896,1867,1546,703,1458,1199,180,117,839,1752,382,737,2423,284,141,MIN,MIL
2023,1610612759,2024-02-08,0,48.0,42,81,0.519,11,35,0.314,16,17,0.941,4,23,27,29,15.0,7,5,5,16,20,111,-16.0,1,1231,1231,1231,119,1142,2119,516,1521,1116,1788,1267,1759,123,2381,2379,2453,678,1500,1161,1003,1096,547,790,1413,2096,SAS,ORL
2023,1610612757,2024-02-08,0,53.0,41,89,0.461,11,30,0.367,29,33,0.879,11,27,38,29,17.0,9,7,7,27,23,122,-6.0,1,1231,1231,1231,17,1333,1116,1477,1521,1840,1191,62,138,417,931,2089,1916,678,1920,553,450,1772,2376,304,639,1518,POR,DET
2023,1610612756,2024-02-08,1,48.0,52,88,0.591,14,29,0.483,11,16,0.688,5,32,37,37,12.0,10,7,7,22,14,129,14.0,1,1,1,1,119,72,1262,47,762,1972,209,2024,1867,2038,2271,1277,2035,58,760,351,450,1772,1866,2081,284,400,PHX,UTA
2023,1610612752,2024-02-08,0,48.0,42,94,0.447,14,37,0.378,10,11,0.909,14,32,46,27,14.0,5,2,6,19,13,108,-14.0,1,1231,1231,1231,119,1142,480,1712,762,851,1057,2134,2320,235,386,1277,777,1031,1228,1865,2080,1459,1208,2212,1635,2017,NYK,DAL
2023,1610612742,2024-02-08,1,48.0,43,82,0.524,18,42,0.429,18,23,0.783,6,34,40,30,9.0,7,6,2,13,19,122,14.0,1,1,1,1,119,961,2010,443,194,325,498,926,909,1291,2117,909,1645,535,199,1161,690,140,143,1020,639,400,DAL,NYK
2023,1610612744,2024-02-08,1,48.0,52,93,0.559,17,32,0.531,10,13,0.769,10,39,49,33,17.0,7,7,6,22,17,131,22.0,1,1,1,1,119,72,599,157,283,1560,59,2134,2179,1401,1170,302,436,247,1920,1161,450,1459,1866,1494,217,174,GSW,IND
2023,1610612754,2024-02-08,0,48.0,39,81,0.481,12,31,0.387,19,27,0.704,7,23,30,31,14.0,11,6,7,17,22,109,-22.0,1,1231,1231,1231,119,1670,2119,1117,1249,1700,953,784,497,1947,1904,2379,2415,423,1228,205,690,1772,737,432,1562,2269,IND,GSW
2023,1610612762,2024-02-08,0,48.0,41,94,0.436,12,35,0.343,21,31,0.677,19,33,52,28,15.0,7,7,7,14,22,115,-14.0,1,1231,1231,1231,119,1333,480,1879,1249,1116,1476,521,232,2110,42,1093,221,852,1500,1161,450,1772,250,432,1114,2017,UTA,PHX
2023,1610612749,2024-02-08,0,48.0,40,81,0.494,14,33,0.424,11,16,0.688,10,25,35,35,13.0,6,3,3,10,17,105,-24.0,1,1231,1231,1231,119,1506,2119,907,762,1419,560,2024,1867,2038,1170,2264,2219,121,991,1516,1752,382,23,1494,1840,2308,MIL,MIN
2023,1610612753,2024-02-08,1,48.0,49,82,0.598,16,27,0.593,13,20,0.65,8,31,39,34,17.0,11,5,5,20,16,127,16.0,1,1,1,1,119,227,2010,37,405,2190,15,1740,1353,2217,1669,1458,1785,180,1920,205,1003,1096,1442,1725,372,321,ORL,SAS
2023,1610612751,2024-02-08,0,48.0,37,93,0.398,10,25,0.4,11,14,0.786,12,22,34,22,12.0,9,3,13,17,18,95,-23.0,1,1231,1231,1231,119,1973,599,2249,1784,2323,777,2024,2093,1262,703,2411,2268,1932,760,553,1752,2446,737,1254,2287,2288,BKN,CLE
2023,1610612739,2024-02-08,1,48.0,43,80,0.538,15,37,0.405,17,17,1.0,7,41,48,26,17.0,8,13,3,18,17,118,23.0,1,1,1,1,119,961,2205,317,574,851,751,1073,1759,1,1904,151,531,1241,1920,839,7,382,968,1494,901,154,CLE,BKN
2023,1610612743,2024-02-08,1,48.0,47,97,0.485,14,32,0.438,6,7,0.857,14,36,50,33,14.0,4,6,10,17,10,114,8.0,1,1,1,1,119,399,265,1035,762,1560,447,2412,2439,545,386,612,367,247,1228,2100,690,2312,737,2423,1172,721,DEN,LAL
2023,1610612741,2024-02-08,1,48.0,43,79,0.544,12,26,0.462,20,22,0.909,8,38,46,24,15.0,3,4,4,16,24,118,8.0,1,1,1,1,119,961,2270,259,1249,2265,312,640,1054,235,1669,405,777,1586,1500,2282,1367,710,547,195,901,721,CHI,MEM
2023,1610612755,2024-02-09,0,48.0,42,98,0.429,15,45,0.333,22,29,0.759,18,31,49,24,10.0,7,6,9,24,19,121,-6.0,1,1231,1231,1231,119,1142,207,1973,574,151,1535,417,333,1527,67,1458,436,1586,343,1161,690,2195,2158,1020,699,1518,PHI,ATL
2023,1610612745,2024-02-09,0,48.0,38,85,0.447,15,38,0.395,13,16,0.813,12,36,48,22,22.0,5,3,8,20,17,104,-3.0,1,1231,1231,1231,119,1824,1684,1706,574,721,856,1740,1867,983,703,612,531,1932,2401,1865,1752,2012,1442,1494,1906,1340,HOU,TOR
2023,1610612761,2024-02-09,1,48.0,40,95,0.421,10,33,0.303,17,19,0.895,16,25,41,24,12.0,14,8,3,17,20,107,3.0,1,1,1,1,119,1506,383,2060,1784,1419,1903,1073,1486,312,159,2264,1503,1586,760,30,267,382,737,790,1697,1060,TOR,HOU
2023,1610612747,2024-02-09,1,48.0,49,88,0.557,14,31,0.452,27,32,0.844,5,27,32,32,8.0,5,5,7,20,22,139,17.0,1,1,1,1,119,227,1262,173,762,1700,355,115,171,689,2271,2089,2349,328,117,1865,1003,1772,1442,432,77,293,LAL,NOP
2023,1610612766,2024-02-09,0,48.0,27,79,0.342,7,29,0.241,23,29,0.793,8,40,48,17,15.0,2,2,5,20,24,84,-36.0,1,1231,1231,1231,119,2457,2270,2447,2286,1972,2293,333,333,1194,1669,228,531,2398,1500,2402,2080,1096,1442,195,2441,2419,CHA,MIL
2023,1610612749,2024-02-09,1,48.0,41,94,0.436,18,52,0.346,20,24,0.833,10,43,53,26,7.0,8,5,2,24,20,120,36.0,1,1,1,1,119,1333,480,1879,194,22,1432,640,791,759,1170,66,181,1241,51,839,1003,140,2158,790,763,34,MIL,CHA
2023,1610612758,2024-02-09,1,48.0,51,87,0.586,17,34,0.5,16,18,0.889,6,36,42,32,16.0,11,1,5,22,16,135,29.0,1,1,1,1,119,111,1401,61,283,1272,107,1267,1623,335,2117,612,1348,328,1720,205,2322,1096,1866,1725,121,78,SAC,DEN
2023,1610612743,2024-02-09,0,48.0,38,82,0.463,10,29,0.345,20,28,0.714,9,26,35,26,21.0,9,5,1,16,22,106,-29.0,1,1231,1231,1231,119,1824,2010,1422,1784,1972,1442,640,408,1850,1420,2189,2219,1241,2357,553,1003,25,547,432,1773,2374,DEN,SAC
2023,1610612737,2024-02-09,1,48.0,42,81,0.519,16,36,0.444,27,33,0.818,9,31,40,31,13.0,4,9,6,19,24,127,6.0,1,1,1,1,119,1142,2119,516,405,987,397,115,138,913,1420,1458,1645,423,991,2100,150,1459,1208,195,372,870,ATL,PHI
2023,1610612764,2024-02-09,0,48.0,45,95,0.474,20,47,0.426,19,21,0.905,5,34,39,32,12.0,8,1,5,25,17,129,-4.0,1,1231,1231,1231,119,652,383,1247,78,84,549,784,1194,269,2271,909,1785,328,760,839,2322,1096,2267,1494,284,1402,WAS,BOS
2023,1610612738,2024-02-09,1,48.0,48,92,0.522,11,34,0.324,26,28,0.929,9,40,49,25,13.0,9,5,1,17,25,133,4.0,1,1,1,1,119,315,710,486,1521,1272,1675,169,408,166,1420,228,436,1416,991,553,1003,25,737,125,160,1003,BOS,WAS
2023,1610612740,2024-02-09,0,48.0,46,89,0.517,11,29,0.379,19,23,0.826,10,31,41,28,13.0,5,7,5,22,20,122,-17.0,1,1231,1231,1231,119,520,1116,548,1521,1972,1032,784,909,847,1170,1458,1503,852,991,1865,450,1096,1866,790,639,2141,NOP,LAL
2023,1610612739,2024-02-10,1,48.0,48,92,0.522,14,41,0.341,9,13,0.692,14,33,47,36,11.0,5,4,3,18,14,119,24.0,1,1,1,1,119,315,710,486,762,404,1516,2243,2179,2010,386,1093,645,85,530,1865,1367,382,968,2081,837,141,CLE,TOR
2023,1610612753,2024-02-10,1,53.0,41,88,0.466,13,39,0.333,19,26,0.731,13,35,48,23,17.0,4,6,6,18,24,114,6.0,1,1,1,1,17,1333,1262,1382,1015,599,1535,784,580,1760,507,753,531,1776,1920,2100,690,1459,968,195,1172,870,ORL,CHI
2023,1610612761,2024-02-10,0,48.0,35,87,0.402,9,31,0.29,16,23,0.696,12,28,40,22,11.0,7,3,4,14,18,95,-24.0,1,1231,1231,1231,119,2213,1401,2212,1985,1700,2006,1267,909,1990,703,1988,1645,1932,530,1161,1752,710,250,1254,2287,2308,TOR,CLE
2023,1610612737,2024-02-10,1,48.0,40,88,0.455,14,41,0.341,28,37,0.757,9,32,41,25,11.0,7,8,6,18,26,122,9.0,1,1,1,1,119,1506,1262,1586,762,404,1516,82,44,1541,1420,1277,1503,1416,530,1161,267,1459,968,86,639,650,ATL,HOU
2023,1610612755,2024-02-10,1,48.0,48,100,0.48,8,27,0.296,15,23,0.652,13,35,48,28,11.0,8,4,8,18,23,119,6.0,1,1,1,1,119,315,141,1140,2148,2190,1962,1440,909,2210,507,753,531,852,530,839,1367,2012,968,304,837,870,PHI,WAS
2023,1610612746,2024-02-10,1,48.0,37,82,0.451,13,39,0.333,25,26,0.962,0,35,35,20,11.0,9,6,2,13,19,112,6.0,1,1,1,1,119,1973,2010,1636,1015,599,1535,223,580,56,2460,753,2219,2188,530,553,690,140,143,1020,1338,870,LAC,DET
2023,1610612757,2024-02-10,0,48.0,33,76,0.434,6,21,0.286,12,17,0.706,11,31,42,19,18.0,7,4,6,14,14,84,-9.0,1,1231,1231,1231,119,2347,2373,1904,2371,2425,2036,1896,1759,1931,931,1458,1348,2294,2077,1161,1367,1459,250,2081,2441,1741,POR,NOP
2023,1610612744,2024-02-10,1,48.0,45,101,0.446,17,41,0.415,6,11,0.545,13,39,52,33,14.0,6,2,8,20,13,113,1.0,1,1,1,1,119,652,106,1745,283,404,636,2412,2320,2414,507,302,221,247,1228,1516,2080,2012,1442,2212,1243,1185,GSW,PHX
2023,1610612756,2024-02-10,0,48.0,43,94,0.457,11,34,0.324,15,16,0.938,9,33,42,28,14.0,9,8,2,13,20,112,-1.0,1,1231,1231,1231,119,961,480,1537,1521,1272,1675,1440,1867,132,1420,1093,1348,852,1228,553,267,140,143,790,1338,1231,PHX,GSW
2023,1610612765,2024-02-10,0,48.0,45,102,0.441,9,30,0.3,7,7,1.0,14,43,57,27,14.0,7,2,6,19,13,106,-6.0,1,1231,1231,1231,119,652,76,1801,1985,1840,1919,2373,2439,1,386,66,52,1031,1228,1161,2080,1459,1208,2212,1773,1518,DET,LAC
2023,1610612740,2024-02-10,1,48.0,36,76,0.474,10,27,0.37,11,16,0.688,8,28,36,27,12.0,9,6,4,14,14,93,9.0,1,1,1,1,119,2105,2373,1247,1784,2190,1161,2024,1867,2038,1669,1988,2127,1031,760,553,690,710,250,2081,2336,650,NOP,POR
2023,1610612741,2024-02-10,0,53.0,43,99,0.434,12,37,0.324,10,14,0.714,18,25,43,21,8.0,10,6,6,24,18,108,-6.0,1,1231,1231,1231,17,961,179,1902,1249,851,1660,2134,2093,1850,67,2264,1199,2065,117,351,690,1459,2158,1254,1635,1518,CHI,ORL
2023,1610612760,2024-02-10,0,48.0,38,98,0.388,17,47,0.362,18,21,0.857,12,28,40,23,10.0,5,4,3,23,23,111,-35.0,1,1231,1231,1231,119,1824,207,2317,283,84,1266,926,1194,545,703,1988,1645,1776,343,1865,1367,382,2030,304,1413,2414,OKC,DAL
2023,1610612763,2024-02-10,0,48.0,43,92,0.467,16,44,0.364,4,8,0.5,9,23,32,33,12.0,12,5,4,13,9,106,-9.0,1,1231,1231,1231,119,961,710,1356,405,202,1234,2446,2421,2430,1420,2379,2349,247,760,109,1003,710,143,2439,1773,1741,MEM,CHA
2023,1610612751,2024-02-10,1,48.0,49,87,0.563,17,34,0.5,8,11,0.727,9,32,41,31,12.0,8,7,3,23,11,123,20.0,1,1,1,1,119,227,1401,129,283,1272,107,2318,2320,1781,1420,1277,1503,423,760,839,450,382,2030,2384,583,219,BKN,SAS
2023,1610612754,2024-02-10,1,48.0,50,82,0.61,14,29,0.483,11,19,0.579,6,35,41,30,16.0,4,3,4,20,15,125,14.0,1,1,1,1,119,159,2010,16,762,1972,209,2024,1486,2388,2117,753,1503,535,1720,2100,1752,710,1442,1915,475,400,IND,NYK
2023,1610612745,2024-02-10,0,48.0,44,100,0.44,13,43,0.302,12,19,0.632,16,42,58,22,17.0,6,6,8,26,18,113,-9.0,1,1231,1231,1231,119,791,141,1819,1015,264,1913,1896,1486,2280,159,108,39,1932,1920,1516,690,2012,2337,1254,1243,1741,HOU,ATL
2023,1610612764,2024-02-10,0,48.0,42,86,0.488,13,35,0.371,16,21,0.762,7,32,39,28,17.0,7,8,4,23,18,113,-6.0,1,1231,1231,1231,119,1142,1552,985,1015,1116,1140,1267,1194,1473,1904,1277,1785,852,1920,1161,267,710,2030,1254,1243,1518,WAS,PHI
2023,1610612742,2024-02-10,1,48.0,53,91,0.582,15,38,0.395,25,33,0.758,11,43,54,30,12.0,8,3,4,23,23,146,35.0,1,1,1,1,119,50,840,71,574,721,856,223,138,1537,931,66,140,535,760,839,1752,710,2030,304,20,43,DAL,OKC
2023,1610612752,2024-02-10,0,48.0,40,84,0.476,10,32,0.313,21,23,0.913,5,27,32,16,9.0,7,4,3,15,20,111,-14.0,1,1231,1231,1231,119,1506,1797,1205,1784,1560,1806,521,909,223,2271,2089,2349,2430,199,1161,1367,382,381,790,1413,2017,NYK,IND
2023,1610612759,2024-02-10,0,48.0,36,91,0.396,11,34,0.324,20,21,0.952,15,26,41,20,14.0,5,3,7,11,23,103,-20.0,1,1231,1231,1231,119,2105,840,2269,1521,1272,1675,640,1194,74,257,2189,1503,2188,1228,1865,1752,1772,39,304,1977,2226,SAS,BKN
2023,1610612766,2024-02-10,1,48.0,47,82,0.573,16,31,0.516,5,7,0.714,5,38,43,30,19.0,8,4,5,9,13,115,9.0,1,1,1,1,119,399,2010,93,405,1700,87,2434,2439,1850,2271,405,1199,535,2204,839,1367,1096,6,2212,1114,650,CHA,MEM
2023,1610612748,2024-02-11,0,48.0,40,97,0.412,12,40,0.3,14,15,0.933,14,31,45,21,7.0,4,2,9,14,13,106,-4.0,1,1231,1231,1231,119,1506,265,2141,1249,495,1919,1603,1992,145,386,1458,909,2065,51,2100,2080,2195,250,2212,1773,1402,MIA,BOS
2023,1610612760,2024-02-11,1,48.0,46,85,0.541,13,27,0.481,22,27,0.815,5,31,36,30,11.0,8,9,5,17,22,127,14.0,1,1,1,1,119,520,1684,277,1015,2190,219,417,497,965,2271,1458,2127,535,530,839,150,1096,737,432,372,400,OKC,SAC
2023,1610612758,2024-02-11,0,48.0,44,90,0.489,16,42,0.381,9,13,0.692,10,30,40,32,18.0,5,5,9,22,17,113,-14.0,1,1231,1231,1231,119,791,977,960,405,325,1020,2243,2179,2010,1170,1646,1645,328,2077,1865,1003,2195,1866,1494,1243,2017,SAC,OKC
2023,1610612738,2024-02-11,1,48.0,41,81,0.506,16,39,0.41,12,17,0.706,6,36,42,27,11.0,1,9,2,13,14,110,4.0,1,1,1,1,119,1333,2119,677,405,599,691,1896,1759,1931,2117,612,1348,1031,530,2444,150,140,143,2081,1485,1003,BOS,MIA
2023,1610612742,2024-02-12,1,48.0,43,96,0.448,9,36,0.25,17,26,0.654,12,44,56,27,16.0,7,12,7,18,25,112,8.0,1,1,1,1,119,961,314,1699,1985,987,2242,1073,580,2207,703,45,78,1031,1720,1161,16,1772,968,125,1338,721,DAL,WAS
2023,1610612752,2024-02-12,0,48.0,42,92,0.457,12,36,0.333,7,12,0.583,19,32,51,19,17.0,4,4,3,23,16,103,-2.0,1,1231,1231,1231,119,1142,710,1554,1249,987,1535,2373,2256,2377,42,1277,273,2294,1920,2100,1367,382,2030,1725,1977,1277,NYK,HOU
2023,1610612744,2024-02-12,1,48.0,48,100,0.48,20,44,0.455,13,17,0.765,12,39,51,31,13.0,8,4,7,13,17,129,22.0,1,1,1,1,119,315,141,1140,78,202,339,1740,1759,1447,703,302,273,423,991,839,1367,1772,143,1494,284,174,GSW,UTA
2023,1610612755,2024-02-12,1,48.0,48,88,0.545,11,26,0.423,16,19,0.842,11,31,42,25,11.0,5,4,8,22,17,123,2.0,1,1,1,1,119,315,1262,248,1521,2265,579,1267,1486,703,931,1458,1348,1416,530,1865,1367,2012,1866,1494,583,1122,PHI,CLE
2023,1610612740,2024-02-12,1,48.0,32,78,0.41,13,35,0.371,19,24,0.792,12,37,49,21,19.0,12,4,8,18,17,96,9.0,1,1,1,1,119,2387,2320,2163,1015,1116,1140,784,791,1212,703,513,436,2065,2204,109,1367,2012,968,1494,2261,650,NOP,MEM
2023,1610612764,2024-02-12,0,48.0,44,106,0.415,7,32,0.219,9,15,0.6,12,40,52,27,16.0,9,7,12,25,18,104,-8.0,1,1231,1231,1231,119,791,26,2120,2286,1560,2361,2243,1992,2339,703,228,221,1031,1720,553,450,2427,2267,1254,1906,1670,WAS,DAL
2023,1610612749,2024-02-12,1,48.0,42,84,0.5,16,34,0.471,12,18,0.667,9,42,51,30,13.0,8,6,2,19,14,112,17.0,1,1,1,1,119,1142,1797,757,405,1272,264,1896,1623,2121,1420,108,273,535,991,839,690,140,1208,2081,1338,293,MIL,DEN
2023,1610612746,2024-02-12,0,48.0,34,84,0.405,9,28,0.321,23,26,0.885,10,26,36,20,13.0,6,3,7,14,20,100,-21.0,1,1231,1231,1231,119,2293,1797,2193,1985,2097,1723,333,580,371,1170,2189,2127,2188,991,1516,1752,1772,250,790,2115,2243,LAC,MIN
2023,1610612754,2024-02-12,0,48.0,42,83,0.506,8,30,0.267,10,16,0.625,2,30,32,31,11.0,9,3,3,11,17,102,-9.0,1,1231,1231,1231,119,1142,1910,684,2148,1840,2166,2134,1867,2294,2454,1646,2349,423,530,553,1752,382,39,1494,2023,1741,IND,CHA
2023,1610612761,2024-02-12,0,48.0,39,98,0.398,8,31,0.258,13,16,0.813,16,31,47,25,19.0,11,4,13,20,14,99,-23.0,1,1231,1231,1231,119,1670,207,2247,2148,1700,2212,1740,1867,983,159,1458,645,1416,2204,205,1367,2446,1442,2081,2160,2288,TOR,SAS
2023,1610612750,2024-02-12,1,48.0,46,86,0.535,11,34,0.324,18,19,0.947,9,32,41,33,13.0,9,7,3,20,14,121,21.0,1,1,1,1,119,520,1552,341,1521,1272,1675,926,1486,94,1420,1277,1503,247,991,553,450,382,1442,2081,699,193,MIN,LAC
2023,1610612763,2024-02-12,0,48.0,34,81,0.42,12,44,0.273,7,8,0.875,3,33,36,28,18.0,7,8,4,17,18,87,-9.0,1,1231,1231,1231,119,2293,2119,2073,1249,202,2121,2373,2421,420,2434,1093,2127,852,2077,1161,267,710,737,1254,2421,1741,MEM,NOP
