MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,GAME_TIMESTAMP,WEIGHTS,TEAM_ID,PLAYER_ID
34.592710393021974,8.276412844962557,17.235313996751255,0.4879568924418508,4.036872883969818,9.55769416371917,0.4110516939576135,3.2173695606883475,3.6738827433908665,0.7355817125026145,0.3227894734426012,4.9997864840011905,5.322575957443792,4.946326100317957,2.4451737896685732,0.7262262691738215,0.07252552501916082,0.9626712979160448,1.6396036924781774,2.5359801281112277,23.807068134583275,2.7319702208840733,37.564730026903135,0.07922282223457612,0.0,39.71034666470081,1.0000000000000002,2132.675357020532,2132.675357020532,2132.675357020532,1752.8813917765199,1274.281372201528,1135.9107115954157,4321.187174499929,1039.1036841590994,865.7072608141983,2966.3027217053223,2310.381295598577,2464.681628229773,2128.0345372697293,4422.01824618389,2108.304851941493,2830.528738805295,1644.0283718129454,1995.7621995485763,3264.801885013522,3149.098523108141,4371.632148071332,3694.941174425797,2641.7204122304333,1247.1164695525956,4379.944099871401,1956.0772195893583,796.6608481340779,59.85855439740793,1528.5970907619624,1.0000000000000002,1728935562.7293353,0.034483284537272216,1610612748.0,1629639.0
5.759869142090075,1.4530775036821815,2.3486689880289484,0.3086581550580249,0.0,0.0,0.0,0.36734663641249676,0.7563713856652874,0.0806293203354975,0.6442991135718762,1.16840935827618,1.812708471848056,0.059103429292764506,0.648809381382438,0.22800145815228384,0.1437620342845495,0.09596439784127872,0.7547464914827492,0.5402324768275296,3.27350164377686,-1.530408521917908,6.003888049861736,0.0,0.0,5.888840529791347,0.9999999999999999,4149.11379830204,4149.11379830204,4149.11379830204,9849.98553974585,7378.807597098926,8583.823939826501,5844.96869729006,6244.089651097241,8793.78785939507,6244.089651097241,5147.794587051568,5007.7465073973835,5534.726148131556,3878.8881362627376,6872.902349520084,6754.894656722773,8015.876872600861,5314.838376903199,4611.9883460506835,3196.0767098196743,1306.3806429441881,2422.2759344036913,5914.130810783142,8066.563180684942,6038.480419720292,8867.810596212981,940.5514989841366,64.6312001321489,8796.225576711626,0.9999999999999999,1728559778.7952945,0.07725072260443745,1610612757.0,1629650.0
13.421326483718154,1.479869889859838,2.9659208857958244,0.4382863628822073,0.3977006815212146,1.1409260091875102,0.19848658618742093,0.7834519705917765,1.0295722193250874,0.2557806555205423,0.6123027741150947,0.8805449019739456,1.4928476760890403,1.0087173084022236,0.7923726836344295,0.5858456865581038,0.2808519463642234,0.17877886735176174,1.4184221652646782,0.7823227188666597,4.140892431832666,-2.6637145455028324,9.253105820875403,0.0,0.0,8.773553363689802,1.0,3226.5824994217887,3226.5824994217887,3226.5824994217887,8375.268239974126,7380.374906122868,8284.462594124067,5371.3482236324635,5324.585841911274,7061.8364486531145,4901.668648338399,4875.23285941832,4983.257353315266,4741.263367210365,4270.301314219602,7390.303072912635,7402.536219877982,6122.352842088818,5015.311747271119,3660.010108831572,2941.617314204787,1108.27715547718,3692.134187688526,5871.5334742625355,7812.158282500347,5874.04445749648,8261.51227509611,937.419542718005,64.45544722692462,8231.938516599761,1.0,1727663445.3112135,0.028291742904046673,1610612741.0,1631207.0
6.2975644445983585,0.4951711352678928,1.4540772280037433,0.1813898202270214,0.23726973561866885,0.6502155657956399,0.1557497308116254,0.20771398272723876,0.25677067414221166,0.0678268614671588,0.30748189728027336,0.5953823974553795,0.9028642947356529,0.7743520356512642,0.2546930829455354,0.5104915825176403,0.13605121197752862,0.05495474891829527,0.8763544563035556,0.23674857037821115,1.4353259888816932,-1.0970173356080157,5.365226496581343,0.0,0.0,4.6428976438776175,1.0,4599.874112883418,4599.874112883418,4599.874112883418,10152.659189659527,9287.757615804272,9860.535896386766,7635.6368956559245,5989.779599363266,8069.49556759625,5588.897920807829,5750.703268754638,6044.512766328863,5588.511842519434,5159.5809083205795,8723.083838064043,8766.218716910513,7370.541336370465,6415.355275032531,4330.764727700474,3631.0215872784784,798.6374911712049,3137.297721552343,7224.762737900409,9574.19989292806,6595.190064117655,9886.83794819503,1047.6556547464263,70.6414585576494,9915.510428399099,1.0,1726232803.142713,0.07520613275572137,1610612761.0,202066.0
13.819489961564411,2.1746388625005726,4.0877692119977755,0.5666713775360404,0.9266682526769934,2.188965639567401,0.37165622361300615,0.33064671729864575,0.34601628317031335,0.1144265343328473,0.9170879912091419,2.151513539594265,3.0686015308034067,1.0612171741542626,0.2471934635775031,0.6316245492232112,0.22318928286541456,0.27413286228201383,1.528310174394129,0.5807893292482645,5.606592694976785,3.194946475621503,13.19798832586064,0.0,0.0,12.3727073167887,0.9999999999999999,1721.8550594688706,1721.8550594688706,1721.8550594688706,9687.511357077708,7663.944752961217,8778.990035164992,5396.98521608148,5059.8508431295995,6790.699539063192,4333.679185685945,6354.960934386133,6738.878712514473,6151.079904885634,4496.010083338183,6621.820571397583,6623.040924792613,7073.505054690732,7013.413910535274,4334.212154166547,3870.7448277632807,2046.3287738108645,4534.3857917305595,7357.243325733972,8410.330147965038,5376.351082174815,8761.191593236324,1113.0070268166749,74.30871714166713,8698.79660266951,0.9999999999999999,1725604373.88623,0.038150712734738815,1610612760.0,1629026.0
36.941537704304885,12.018934358340184,21.20490699704822,0.5737840312305855,1.9142928199548175,4.058033848053014,0.47560615071946133,5.2640526198409034,6.525561963561695,0.801993837166836,3.693946215056209,9.645135625088892,13.339081840145104,9.721413565796825,3.5526499619909555,1.745341189562768,0.7265414264958563,1.151876300454894,2.157786921276505,5.950679122460271,31.216214156476095,9.150797286610015,65.66823059953038,0.8914195589084684,0.42396284264304585,61.134767614490094,0.9999999999999998,2253.355541609334,2253.355541609334,2253.355541609334,1451.2055583161175,715.9565023395824,1084.3519725208998,3469.104719140689,3538.780740848957,4937.438675501405,3583.8169152139894,1609.3872769540337,1641.545994322633,2792.7542126162634,1199.506334847654,591.2871087845789,518.8527483729329,587.5752936894023,1522.2557744904664,2061.498139543953,2360.0801967760835,5957.477688879319,6426.805110716235,962.0861065027349,898.7682617160142,3696.1966868590284,333.5810757108339,125.03040904358755,43.86445872803761,398.0412918067661,0.9999999999999998,1725719528.4682784,0.031117920556968534,1610612743.0,203999.0
14.177196165639435,2.33724269382147,4.3877785140748236,0.514612540266702,0.3246712526339273,0.9071793822437874,0.2483735255191862,0.9681697778083043,1.2594591835643139,0.3826145890372953,1.2570945614440725,2.2613684878249805,3.518463049269053,0.9599871497664034,0.7726805170886109,0.8881154136346003,0.7295479350699707,0.26654048237237293,1.992475139878314,0.935376920947163,5.967326418085172,-0.17929996183000796,15.70977233088274,0.044579410963001144,0.0,14.005774567163698,1.0,4210.36190510333,4210.36190510333,4210.36190510333,9456.556430481496,7517.140757610052,8781.725983726343,5473.7351677207025,7083.217901476406,9771.235015752747,6181.803798536101,5827.306985793737,5941.20943010712,5147.878326527836,3602.2332189358885,6080.9116422078305,5545.253536711288,7888.343113798809,6227.245313744889,3930.5993878197182,2567.3465950657824,3036.7575134151166,7053.97690325961,6606.973844833187,8365.748777701798,6882.452752587842,7699.349313630663,1125.1386289483355,80.61063197920284,7999.735758835633,1.0,1723292445.4518867,0.03695881501554999,1610612755.0,1630194.0
9.479924675622334,1.6852847865049265,3.4255791306840746,0.272430697872442,0.31792396233854286,1.149281344429969,0.10586867945873478,0.1963540530163165,0.1963540530163165,0.09817702650815825,0.8313573820914261,0.31247742983663246,1.1438348119280586,0.0,0.4081424046488446,0.9537718870156286,0.0,0.3963481379368151,0.41525639324472496,0.09817702650815825,3.8848475883647127,-7.9088019447925575,7.710622619076424,0.0,0.0,7.254150136662571,1.0,11962.247958062184,11962.247958062184,11962.247958062184,21651.301066742773,17355.000551762005,19057.370303273157,15644.945895325174,12682.732749162082,16670.445436171252,12893.834260154874,12698.933228119333,13570.108717016916,12099.85701236655,8800.821766710791,20700.97959013704,19104.115782056222,19657.0,12946.586424022194,8380.659465542923,8529.000000000002,6871.69497113469,2559.8098951739953,16907.005049249063,18645.561817322316,18764.45696465584,20546.521225482174,2248.0,138.0,20478.9184806909,1.0,1708446494.4671738,0.2331322593505269,1610612742.0,1641788.0
21.135773686465146,2.873420213515404,6.112116555651909,0.43729744310146096,0.6689303386037038,1.4918824607633299,0.3047432571994133,1.430982084591189,1.9811023100413734,0.4068688440569565,0.6093220061381827,2.3704183276839403,2.9797403338221233,2.3936967518204906,0.9920859510189075,0.6429416912280219,0.1552653256575609,0.2875982999765347,1.0725290172504864,1.541562791834708,7.846752850225701,-1.1947941834278382,16.415521478180825,0.0,0.0,15.485534308243185,1.0,5649.513486858389,5649.513486858389,5649.513486858389,14623.570877810615,13925.213555801169,14903.913208825892,12050.599063015907,10960.842139120363,15483.042932768289,9285.105550292237,9210.383663932354,9347.549130231666,9337.649282778391,9954.35606553583,12930.116343919191,13615.008516574388,10672.026652730015,10711.771881154302,8082.574880500591,7714.96283684352,4622.5814885348445,6701.294695111158,10474.700357018519,14664.405438080134,13670.830417886484,15633.089163869336,2248.0,138.00000000000003,15503.703041603165,1.0,1708292517.6873894,0.024135856075145505,1610612760.0,202330.0
21.04644439655097,2.86589633417836,7.89310481326591,0.3587257801576926,0.8023990661944339,2.6681512810180075,0.21058162130025537,0.8963397901051181,1.2439262267292475,0.2999057572386754,1.9762454532945688,3.5406033398165726,5.516848793111141,3.152529592496143,1.1082093017410517,0.9944291110386629,0.3299855407557631,0.5392171857830326,1.4866659445473813,1.1039267337856051,7.4305315246562715,-2.4478924087809455,21.644579118776086,0.1354126108885596,0.0,19.551138280046843,0.9999999999999999,6641.38978602009,6641.38978602009,6641.38978602009,14034.145997367741,13569.457589252344,12548.490093051245,15490.497292691038,10710.778125859724,12332.530714938199,11206.999445999461,10729.163251831365,10769.363269316045,10237.021702434295,6402.0207977444215,10924.539080008759,10351.613758170384,9053.000519782689,9221.156275576595,6661.971031268897,7016.094201882335,7613.603885863381,9297.771110128982,11848.173235765333,14850.120788867951,14433.535528507275,12793.935742652171,1943.7278633334065,138.0,13206.76807754162,0.9999999999999999,1706913185.5299249,0.021819455707834178,1610612763.0,1630692.0
